Movie_number,Description
276830,"In 1870, after a brutal run-in with an outlaw in a brothel, Mike Blueberry becomes marshal in Arizona where he keeps the peace between whites and Apaches, but an influx of gold-hunters threatens to lead to violence."
283877,A girl named Rachael Newman has developed a taste for murder and will stop at nothing to become a college professor's assistant.
284837,"Ali G unwittingly becomes a pawn in the Chancellor's plot to overthrow the Prime Minister of Great Britain. However, Ali is embraced by the nation as a voice of the youth, making the PM and his government more popular than ever."
285005,Two contract killers cross paths in the middle of the same job and realize they are childhood friends.
285492,"Eight strangers awaken with no memory, in a puzzling cube-shaped room where the laws of physics do not always apply."
286751,Two groups of people discover evidence that suggests spirits may be trying to invade the human world through the Internet.
290661,"In the tomb-like quiet of their ranch-style purgatory, a divorced husband and wife fight a wordless war while mourning an unspeakable mutual loss. A sadistic lover's ritual humiliation spawns both tenderness and revenge."
293715,"A young man sees a drunk, cute woman standing too close to the tracks at a metro station in Seoul and pulls her back. She ends up getting him into trouble repeatedly after that, starting on the train."
298482,"After a terrible day, two good friends and housemates find the outside world converted into a featureless and empty white void."
298504,"A woman, whose husband is cheating on her, and an undertaker, who has been in love with her since their childhood, decide to fake her death so they can be together."
301167,The ace cop of a totalitarian police force and a drifting android play their parts in a post-apocalyptic society. They are destined to fight. Their encounter will change them forever.
302585,"Headbangers Terry and Dean explore the depths of friendship, and the art and science of drinking beer like a man."
304262,"A family moves to the country to run a rustic mountain inn when, to their horror, the customers begin befalling sudden and unlikely fates."
308152,"Christmas Eve. On his way to his in-laws with his family, Frank Harrington decides to try a shortcut, for the first time in 20 years. It turns out to be the biggest mistake of his life."
310775,"A recently laid off factory worker kidnaps his former boss' friend's daughter, hoping to use the ransom money to pay for his sister's kidney transplant."
311361,Kung-Fu Action / Comedy / Horror / Musical about the second coming.
312843,A detective is trying to find the cause of a string of suicides.
314979,"Following the destruction of the Twelve Colonies of Kobol by the Cylons, a rag-tag fugitive fleet of the last remnants of mankind flees the pursuing Cylons while simultaneously searching for their true home: Earth."
318081,"A single mistake in the past, by a time travel company in the future, has devastating and unforeseen consequences."
318403,Timon the meerkat and Pumbaa the warthog retell the story of The Lion King (1994) from their own perspective.
320193,An irresponsible and childish ex-con befriends a girl with cerebral palsy and develops a progressively stronger bond with her.
323807,"In the dysfunctional Italian middle-class family Ristuccia, the middle-aged executive Carlo has a stalled life without passion, bored in his work and having a monotonous life with his wife Giulia. Giulia is a frustrated and hysterical woman because she gave up of being an actress... Read all"
328832,A collection of nine short films featuring stories related to The Matrix (1999).
330099,"Professional motorcycle racer Bud Clay heads from New Hampshire to California to race again. Along the way he meets various needy women who provide him with the cure to his own loneliness, but only a certain woman from his past will truly satisfy him."
330500,"A teacher visits the house of one of his students after the boy goes missing, only to have a horrifying excuse for his absence from school."
331811,"The events leading up to an 11:14 p.m. car crash, from five very different perspectives."
334541,"A prequel to Tremors (1990), this movie tells us about how the town of Perfection, Nevada became founded and how they defended it against the Graboids with the help of Burt Gummer's ancestor, Hiram."
334965,"When new students can't get onto their college cheerleading team, they form their own squad and prepare for a cheer off."
337103,Pierre Niemans faces the threat of the apocalypse while investigating a series of ritual murders.
337824,Hollywood makes a deal with Mexican revolutionary Pancho Villa to film his war and recreate his life.
